record_label,state,district,taluk,village,pincode,latitude,longitude,land_area_acres,land_type,soil_type,irrigation_type,water_availability_score,crop_type,crop_yield_per_acre,season,distance_to_road_km,distance_to_highway_km,distance_to_city_km,distance_to_market_km,nearby_projects,avg_land_price_per_acre,guideline_value,previous_compensation,acquisition_type,urgency_level,market_value,multiplier,solatium,final_compensation_amount
SYNTHETIC,Gujarat,Vadodara,Alwar,Upadhyay Path,381377,22.101161,71.038365,43.296,commercial,alluvial,rainfed,6,paddy,15.84,perennial,0.91,77.32,26.36,35.53,airport,2213937.44,1870246.64,2640606.31,industrial,high,2213937.44,1.0,2213937.44,199705777.61
SYNTHETIC,Madhya Pradesh,Gwalior,Jorhat,Bala Path,481531,24.783517,77.598738,11.313,forest,sandy,drip,6,fallow,0.02,perennial,8.59,66.05,15.77,11.7,industrial_zone,804808.65,501051.29,926258.06,irrigation_project,medium,804808.65,1.0,804808.65,17118750.7
SYNTHETIC,Maharashtra,Aurangabad,Bhilwara,Lanka Street,400778,22.070344,79.702278,26.312,forest,laterite,none,3,paddy,29.75,kharif,27.3,53.7,166.03,44.01,highway,1148463.02,862093.3,1118417.37,highway,high,1148463.02,2.0,1148463.02,84884157.1
SYNTHETIC,Punjab,Patiala,Moradabad,Saraf,140405,31.381978,75.757053,29.789,forest,alluvial,drip,9,cotton,11.85,kharif,29.13,21.38,55.04,23.91,airport,1505581.94,1117804.51,1206224.69,defence,critical,1505581.94,2.0,1505581.94,135263655.4
SYNTHETIC,Uttar Pradesh,Agra,Satara,Vaidya Marg,209836,26.981471,78.509952,30.734,forest,laterite,canal,10,groundnut,14.83,kharif,6.65,3.42,22.5,17.27,smart_city,1135561.55,885094.95,,industrial,low,1135561.55,1.0,1135561.55,68161943.88
SYNTHETIC,Madhya Pradesh,Ujjain,Kharagpur,Gupta,454648,25.845599,78.252796,44.053,agricultural,sandy,rainfed,5,paddy,22.8,zaid,12.39,72.66,143.09,30.59,none,367356.58,343210.67,294115.24,irrigation_project,high,367356.58,2.0,367356.58,47376860.15
SYNTHETIC,Gujarat,Ahmedabad,Varanasi,Agarwal Marg,381875,23.226973,68.755618,19.5,waste,red,none,3,vegetables,100.09,kharif,12.19,26.03,150.22,20.93,industrial_zone,822919.67,749526.49,823628.57,defence,medium,822919.67,2.0,822919.67,48494137.35
SYNTHETIC,Madhya Pradesh,Bhopal,Bharatpur,Boase Marg,470770,25.299044,74.964467,45.171,commercial,loamy,borewell,6,fallow,0.84,zaid,13.52,7.21,80.47,45.55,smart_city,290755.65,221937.49,240441.5,smart_city,high,290755.65,2.0,290755.65,41465677.59
SYNTHETIC,Gujarat,Ahmedabad,Satara,Mital Zila,363259,21.063512,70.535981,22.781,waste,black,rainfed,4,fallow,0.05,perennial,20.68,30.28,34.21,21.81,none,1968172.31,1419164.64,,irrigation_project,medium,1968172.31,1.0,1968172.31,88170055.22
SYNTHETIC,Tamil Nadu,Tiruchirappalli,Alappuzha,Rau Path,625546,10.160897,79.604397,30.001,agricultural,loamy,none,4,wheat,22.94,perennial,29.64,36.59,137.97,7.46,none,304657.29,236691.08,290546.38,railway,medium,304657.29,2.0,304657.29,25914508.77
SYNTHETIC,Karnataka,Mysuru,Begusarai,Handa Street,562169,12.312973,78.397227,16.041,waste,red,drip,6,paddy,16.76,zaid,28.84,31.46,77.72,17.35,highway,1053649.65,836386.06,1164030.75,defence,high,1053649.65,2.0,1053649.65,49787503.85
SYNTHETIC,Uttar Pradesh,Varanasi,Nadiad,Mitra Street,211439,28.479491,78.364216,25.619,waste,sandy,drip,8,maize,21.81,kharif,17.46,11.57,89.36,31.5,none,552825.22,523993.69,580113.99,irrigation_project,high,552825.22,2.0,552825.22,46653828.31
SYNTHETIC,Karnataka,Belagavi,Motihari,Modi Nagar,568848,16.476193,78.171937,7.052,commercial,sandy,borewell,8,groundnut,12.27,perennial,1.24,59.8,110.32,3.36,industrial_zone,1439507.43,881066.99,1698107.54,railway,critical,1439507.43,2.0,1439507.43,32170859.94
SYNTHETIC,Rajasthan,Jodhpur,Bhagalpur,Nagy Marg,337269,26.761598,74.451863,22.341,commercial,alluvial,canal,8,wheat,21.43,kharif,29.42,32.9,165.68,38.34,highway,493238.15,330551.48,,highway,low,493238.15,2.0,493238.15,32736133.7
SYNTHETIC,West Bengal,Darjeeling,Mango,Kala Chowk,722490,21.678582,89.797519,11.427,residential,loamy,none,2,sugarcane,338.51,rabi,19.01,51.74,164.14,17.0,industrial_zone,492006.55,431828.2,433093.89,railway,low,492006.55,2.0,492006.55,17822611.88
SYNTHETIC,West Bengal,Darjeeling,Gulbarga,Mander Zila,703363,26.338039,88.965714,7.571,forest,laterite,canal,6,cotton,15.0,zaid,2.75,39.27,16.45,20.67,none,519580.86,375182.68,,highway,high,519580.86,1.0,519580.86,7122593.34
SYNTHETIC,Tamil Nadu,Coimbatore,Tiruchirappalli,Mukherjee Ganj,637823,10.678255,76.824345,35.65,waste,red,rainfed,5,groundnut,10.57,kharif,25.28,44.14,44.64,2.17,none,1484138.48,1285062.08,,industrial,medium,1484138.48,1.0,1484138.48,106947600.75
SYNTHETIC,Punjab,Patiala,Davanagere,Bakshi Street,151589,29.722505,75.916113,12.476,waste,loamy,drip,10,vegetables,63.2,rabi,15.65,11.86,155.29,13.93,none,653231.56,422536.25,536781.81,highway,medium,653231.56,2.0,653231.56,23443777.38
SYNTHETIC,Punjab,Amritsar,Sambalpur,Bora Chowk,156352,29.694338,76.401949,0.689,forest,laterite,canal,10,fallow,0.72,zaid,16.99,69.39,114.79,45.41,airport,1327575.25,971864.45,1420579.89,highway,medium,1327575.25,2.0,1327575.25,2897908.94
SYNTHETIC,Gujarat,Surat,Vijayanagaram,Hayer,367094,20.020507,69.10189,35.796,forest,sandy,canal,9,paddy,28.52,kharif,9.01,8.88,156.58,32.39,none,501520.05,468861.03,488024.98,industrial,high,501520.05,2.0,501520.05,49975523.21
SYNTHETIC,Madhya Pradesh,Jabalpur,Shimla,Kohli Marg,474072,22.178933,78.416555,21.082,residential,black,canal,8,groundnut,15.04,kharif,23.91,60.44,8.15,20.04,airport,367837.37,315598.5,301950.14,smart_city,critical,367837.37,1.0,367837.37,15347069.69
SYNTHETIC,Telangana,Hyderabad,Kolkata,Sandal Zila,510234,17.307923,77.267223,6.02,residential,sandy,drip,10,soybean,19.11,rabi,0.68,10.39,83.31,24.9,none,1374642.74,1111118.35,,smart_city,medium,1374642.74,2.0,1374642.74,25493945.19
SYNTHETIC,Telangana,Hyderabad,Belgaum,Shetty Circle,514214,18.973365,80.555439,26.304,residential,laterite,rainfed,7,fallow,0.24,rabi,13.12,26.9,69.02,37.08,none,1549524.63,1239197.25,1650558.19,irrigation_project,high,1549524.63,2.0,1549524.63,122021259.33
SYNTHETIC,Rajasthan,Udaipur,Proddatur,Dara Ganj,302207,29.469636,76.392146,39.129,forest,loamy,rainfed,6,vegetables,45.26,kharif,28.13,48.46,95.21,3.46,industrial_zone,556959.23,527202.63,,defence,high,556959.23,2.0,556959.23,72331066.95
SYNTHETIC,Telangana,Hyderabad,Guntur,Wali Chowk,505690,18.775072,79.850779,44.856,agricultural,red,rainfed,7,sugarcane,229.39,kharif,15.87,72.56,33.61,32.32,smart_city,2860512.11,2054045.21,2904922.14,highway,medium,2860512.11,1.0,2860512.11,262177835.21
SYNTHETIC,Tamil Nadu,Coimbatore,Mango,Thaman,607763,11.533162,78.124996,7.147,residential,loamy,rainfed,4,soybean,19.62,rabi,8.31,64.65,92.47,27.56,none,458292.47,301562.14,404981.23,industrial,low,458292.47,2.0,458292.47,9615355.72
SYNTHETIC,Rajasthan,Udaipur,Motihari,Dutt Chowk,332743,28.124404,78.134065,28.692,commercial,sandy,canal,7,sugarcane,235.22,rabi,18.71,78.5,38.83,39.73,railway,1222068.25,1143913.88,1455389.39,irrigation_project,medium,1222068.25,1.0,1222068.25,72190843.06
SYNTHETIC,West Bengal,Siliguri,Hospet,Kota Road,707594,25.366283,86.885719,28.472,forest,loamy,drip,6,soybean,10.09,kharif,11.37,44.38,161.15,2.78,smart_city,307792.59,240121.09,277483.77,smart_city,low,307792.59,2.0,307792.59,25557855.44
SYNTHETIC,Punjab,Patiala,Saharsa,Khare Chowk,149653,30.733294,76.650546,49.666,agricultural,sandy,canal,8,cotton,8.91,rabi,27.56,76.1,115.85,18.18,smart_city,1003063.82,799869.08,1065908.21,railway,low,1003063.82,2.0,1003063.82,138567954.06
SYNTHETIC,Punjab,Amritsar,Gandhidham,Mangal Zila,143699,29.585309,76.40343,37.713,forest,red,canal,6,groundnut,14.93,kharif,6.82,34.79,144.11,28.38,none,783257.8,700139.17,,railway,critical,783257.8,2.0,783257.8,92512502.74
SYNTHETIC,Karnataka,Mangaluru,Darbhanga,Nagarajan Path,572179,17.262126,78.088882,27.453,forest,sandy,canal,8,maize,12.59,rabi,2.23,5.99,188.22,25.59,none,917677.46,819062.99,988749.03,railway,critical,917677.46,2.0,917677.46,75003841.83
SYNTHETIC,Uttar Pradesh,Kanpur,Durgapur,Kashyap Street,286614,24.099662,79.233225,46.585,forest,loamy,canal,6,fallow,0.12,rabi,1.73,77.86,46.0,15.56,none,517466.4,310746.77,614097.14,highway,low,517466.4,1.0,517466.4,49850053.43
SYNTHETIC,Gujarat,Surat,Jamnagar,Bhatt Ganj,372749,23.844726,69.66857,13.936,agricultural,loamy,rainfed,6,maize,15.97,rabi,11.86,47.46,132.54,4.38,highway,1036672.79,682713.78,1071410.77,defence,critical,1036672.79,2.0,1036672.79,40851709.48
SYNTHETIC,Punjab,Ludhiana,Vellore,Shukla Path,145679,30.419336,76.014715,38.071,agricultural,black,canal,8,cotton,17.72,zaid,24.84,55.93,143.15,23.35,airport,1446488.58,1236955.12,1315767.43,irrigation_project,medium,1446488.58,2.0,1446488.58,160780568.62
SYNTHETIC,Telangana,Karimnagar,Ghaziabad,Salvi Ganj,512292,19.311803,80.225381,36.489,forest,black,canal,8,cotton,15.86,perennial,27.21,1.78,156.65,6.66,smart_city,981634.46,878707.47,,defence,low,981634.46,2.0,981634.46,110358037.27
SYNTHETIC,Uttar Pradesh,Lucknow,Bhimavaram,Rai Nagar,208112,27.368848,80.307889,15.787,forest,loamy,rainfed,5,fallow,0.31,perennial,18.79,25.67,163.47,25.33,none,233781.84,216798.52,278846.16,smart_city,low,233781.84,2.0,233781.84,10327271.78
SYNTHETIC,Maharashtra,Aurangabad,Chennai,Misra Path,410139,19.638401,75.372615,36.769,forest,loamy,rainfed,3,wheat,17.63,zaid,20.36,6.23,41.87,19.38,airport,3921903.99,3359975.0,,defence,critical,3921903.99,1.0,3921903.99,298244579.83
SYNTHETIC,Telangana,Khammam,Gurgaon,Kannan Circle,516547,16.939196,78.271068,21.885,agricultural,red,none,2,paddy,17.06,rabi,3.49,32.59,147.84,35.38,none,585032.73,432435.33,,railway,critical,585032.73,2.0,585032.73,38250079.92
SYNTHETIC,West Bengal,Howrah,Muzaffarnagar,Sarin Road,711518,27.018255,87.370247,5.057,waste,alluvial,drip,8,wheat,15.48,rabi,21.14,30.17,113.17,22.81,industrial_zone,923394.14,723954.56,,railway,low,923394.14,2.0,923394.14,12993422.09
SYNTHETIC,Rajasthan,Jaipur,Bhopal,Nayar Marg,329369,26.23341,74.887872,11.048,commercial,sandy,rainfed,6,wheat,16.86,kharif,12.3,1.72,117.0,13.03,none,615833.1,455508.56,539110.3,defence,low,615833.1,2.0,615833.1,19529010.51
SYNTHETIC,Madhya Pradesh,Jabalpur,Dehradun,Datta Chowk,473676,24.073813,77.50708,49.815,waste,black,rainfed,3,fallow,0.48,perennial,6.2,52.49,163.86,2.98,railway,88601.44,64199.71,,defence,critical,88601.44,2.0,88601.44,13147740.58
SYNTHETIC,Tamil Nadu,Madurai,Singrauli,Bala,645041,12.103307,78.808946,33.807,residential,loamy,borewell,7,groundnut,11.07,perennial,27.99,43.77,40.86,31.03,smart_city,2635962.5,2062659.53,,industrial,high,2635962.5,1.0,2635962.5,184317385.38
SYNTHETIC,Madhya Pradesh,Bhopal,Haldia,Shenoy Street,482912,26.293007,79.331704,39.476,forest,red,none,2,groundnut,11.42,perennial,16.1,11.98,157.01,21.26,highway,354213.75,286770.0,,industrial,critical,354213.75,2.0,354213.75,41509802.54
SYNTHETIC,Gujarat,Bhavnagar,Dhanbad,Raghavan Road,388003,20.987138,69.854851,35.792,residential,black,canal,10,soybean,17.87,perennial,19.96,70.59,163.01,34.41,none,412754.46,292408.64,,irrigation_project,low,412754.46,2.0,412754.46,50855104.77
SYNTHETIC,Punjab,Patiala,Rajpur Sonarpur,Narain Chowk,156296,32.067162,74.469786,40.562,forest,laterite,borewell,6,maize,16.17,kharif,3.17,31.72,111.12,25.41,none,1732558.71,1450029.1,1981190.78,defence,medium,1732558.71,2.0,1732558.71,223948813.18
SYNTHETIC,Madhya Pradesh,Bhopal,Nadiad,Sama Road,451700,23.484343,79.775434,19.548,forest,black,none,2,soybean,17.32,rabi,8.97,43.54,69.7,21.0,industrial_zone,750862.58,482446.77,775534.06,defence,medium,750862.58,2.0,750862.58,43472505.15
SYNTHETIC,Gujarat,Vadodara,Jodhpur,Bahl Chowk,373453,24.511355,72.067583,28.065,agricultural,loamy,canal,8,sugarcane,339.29,zaid,22.63,16.69,66.18,27.56,highway,506253.47,471215.65,505383.47,irrigation_project,low,506253.47,2.0,506253.47,41904670.44
SYNTHETIC,Gujarat,Surat,Etawah,Biswas Ganj,365388,21.841739,73.911454,10.614,agricultural,sandy,canal,6,paddy,32.15,zaid,14.28,45.07,126.06,34.59,none,283551.57,241927.7,321674.25,defence,critical,283551.57,2.0,283551.57,9192019.37
SYNTHETIC,Uttar Pradesh,Lucknow,Ludhiana,Iyengar Ganj,260717,27.169708,83.31861,20.526,commercial,alluvial,none,2,fallow,1.61,zaid,8.5,17.03,9.36,24.22,none,1147080.68,1028673.0,1368103.55,railway,medium,1147080.68,1.0,1147080.68,47886592.56
SYNTHETIC,Telangana,Karimnagar,Jamnagar,Date Ganj,510634,15.975634,79.05338,3.965,commercial,loamy,drip,8,cotton,8.45,zaid,21.29,1.16,44.32,33.25,none,554535.97,488864.01,565276.04,irrigation_project,medium,554535.97,1.0,554535.97,4704544.91
SYNTHETIC,Gujarat,Surat,Raipur,Kamdar,393792,20.068753,69.367799,35.805,commercial,laterite,canal,9,groundnut,14.0,kharif,7.82,48.63,87.2,38.83,railway,1304265.97,1128703.36,1259905.91,defence,medium,1304265.97,2.0,1304265.97,143002291.22
SYNTHETIC,West Bengal,Darjeeling,Bardhaman,Ganesh Path,707404,22.746493,87.829463,45.438,waste,alluvial,canal,7,wheat,13.74,zaid,24.67,52.93,159.45,13.96,industrial_zone,376855.14,349975.56,350401.69,railway,medium,376855.14,2.0,376855.14,49271111.54
SYNTHETIC,Rajasthan,Jodhpur,Ujjain,Chokshi Road,349166,28.915865,73.561402,49.174,waste,red,none,4,paddy,23.65,kharif,13.97,21.49,83.63,44.48,smart_city,635231.18,571925.4,617186.79,industrial,high,635231.18,2.0,635231.18,90854426.58
SYNTHETIC,West Bengal,Bardhaman,Bijapur,Prashad,746033,26.400254,87.196431,29.047,commercial,laterite,drip,8,sugarcane,399.53,zaid,17.18,24.67,64.3,48.08,railway,1652535.61,1226353.5,,industrial,medium,1652535.61,2.0,1652535.61,142302662.86
SYNTHETIC,West Bengal,Howrah,Davanagere,Kibe Zila,700991,23.291945,86.77752,25.826,residential,alluvial,rainfed,7,soybean,14.02,zaid,17.47,79.26,151.59,22.39,industrial_zone,462993.1,314884.58,542291.24,industrial,medium,462993.1,2.0,462993.1,34924703.73
SYNTHETIC,Gujarat,Rajkot,Barasat,Dara,363262,20.994689,74.571165,49.065,waste,loamy,canal,7,cotton,17.4,rabi,1.7,36.65,135.28,34.04,none,1203055.96,792302.53,1294913.6,railway,medium,1203055.96,2.0,1203055.96,186039509.04
SYNTHETIC,Uttar Pradesh,Lucknow,Sri Ganganagar,Sangha Circle,267427,26.531261,78.572083,2.596,residential,black,none,2,wheat,12.25,perennial,0.85,14.13,91.26,23.02,industrial_zone,1016630.64,837359.27,1171815.5,railway,low,1016630.64,2.0,1016630.64,8448577.51
SYNTHETIC,Maharashtra,Nagpur,Coimbatore,Om Circle,417605,19.39074,77.520573,18.069,waste,sandy,borewell,6,cotton,16.81,perennial,20.75,47.94,100.81,48.82,industrial_zone,1631172.18,1435473.44,1386640.26,highway,high,1631172.18,2.0,1631172.18,85754139.59
SYNTHETIC,Gujarat,Ahmedabad,Bidar,Cherian Chowk,391230,23.982723,68.411801,17.096,forest,laterite,canal,6,sugarcane,310.38,rabi,2.22,17.26,46.64,23.72,none,628099.19,413679.87,,defence,low,628099.19,1.0,628099.19,20792467.22
SYNTHETIC,Madhya Pradesh,Jabalpur,Mirzapur,Dua Chowk,481942,25.730101,76.610031,15.319,waste,red,drip,6,cotton,14.74,perennial,29.26,14.02,179.75,38.95,none,305818.37,212537.07,,industrial,critical,305818.37,2.0,305818.37,14429205.62
SYNTHETIC,Karnataka,Mysuru,Belgaum,Madan Circle,593199,12.508552,76.870393,14.045,agricultural,black,borewell,6,maize,13.03,perennial,10.98,15.66,70.07,27.59,airport,2393533.58,1603035.81,,irrigation_project,low,2393533.58,2.0,2393533.58,105135887.2
SYNTHETIC,Madhya Pradesh,Jabalpur,Kirari Suleman Nagar,Loyal Marg,467124,23.938477,79.933132,24.882,waste,loamy,rainfed,6,maize,14.11,perennial,12.26,26.59,91.34,38.24,none,226652.39,211467.97,,railway,medium,226652.39,2.0,226652.39,18529469.55
SYNTHETIC,Telangana,Karimnagar,Sambalpur,Mallick Zila,511574,19.622523,80.411372,14.331,waste,sandy,rainfed,6,sugarcane,236.57,rabi,27.11,48.51,115.75,28.16,none,1334736.83,918938.89,1545083.46,smart_city,low,1334736.83,2.0,1334736.83,62049569.54
SYNTHETIC,Karnataka,Belagavi,Latur,Raghavan Chowk,564820,17.618502,75.148477,13.531,forest,sandy,borewell,7,paddy,27.55,kharif,7.04,21.6,111.31,10.38,none,822364.87,766424.35,858529.7,railway,medium,822364.87,2.0,822364.87,34620993.96
SYNTHETIC,Tamil Nadu,Chennai,Bhopal,Nair Chowk,646751,10.104508,79.244924,24.047,commercial,sandy,none,4,maize,23.64,zaid,18.49,72.89,102.46,25.31,none,413845.87,328140.87,469993.23,highway,critical,413845.87,2.0,413845.87,31346251.18
SYNTHETIC,Uttar Pradesh,Varanasi,Morbi,Pant Ganj,213791,25.367358,77.382031,36.368,agricultural,black,rainfed,6,paddy,27.22,rabi,11.82,60.19,25.97,38.75,none,997266.64,795842.26,952318.84,highway,low,997266.64,1.0,997266.64,72892863.5
SYNTHETIC,Uttar Pradesh,Varanasi,Mau,Majumdar Road,279008,25.992557,79.262074,2.554,waste,alluvial,canal,8,vegetables,65.4,rabi,18.63,48.17,101.76,17.85,railway,530860.03,403170.52,539995.37,smart_city,high,530860.03,2.0,530860.03,4330994.2
SYNTHETIC,Uttar Pradesh,Kanpur,Hazaribagh,Chada Ganj,225869,24.321,80.409546,13.422,residential,black,drip,7,cotton,9.98,zaid,2.86,13.44,119.45,7.95,airport,552285.33,428314.55,,railway,critical,552285.33,2.0,552285.33,24546255.81
SYNTHETIC,West Bengal,Howrah,Vellore,Khosla Chowk,728002,23.206747,86.713269,47.106,agricultural,alluvial,drip,6,soybean,12.49,zaid,12.13,70.82,179.22,45.5,none,468919.83,325932.86,,industrial,high,468919.83,2.0,468919.83,65033346.99
SYNTHETIC,Punjab,Bathinda,Pallavaram,Badal Chowk,145552,32.049733,74.337363,24.548,waste,loamy,none,3,cotton,15.34,kharif,5.02,9.77,109.79,45.17,none,1558630.61,1294491.78,1758746.95,defence,critical,1558630.61,2.0,1558630.61,125742308.38
SYNTHETIC,Tamil Nadu,Coimbatore,Durg,Ravel Ganj,607347,8.060542,79.75417,40.149,forest,red,none,1,maize,18.51,zaid,29.42,17.57,14.38,29.94,industrial_zone,752286.49,624812.43,632903.14,railway,low,752286.49,1.0,752286.49,62853253.86
SYNTHETIC,West Bengal,Bardhaman,Farrukhabad,Pillay,748923,27.20469,87.234815,48.501,forest,red,drip,6,paddy,24.16,perennial,29.68,46.17,28.44,34.59,railway,1785102.98,1118820.35,1994980.67,industrial,low,1785102.98,1.0,1785102.98,162904932.31
SYNTHETIC,Telangana,Nizamabad,Begusarai,Padmanabhan Circle,517693,17.362064,80.718666,41.269,commercial,sandy,canal,10,vegetables,114.6,rabi,20.41,6.59,84.73,30.28,airport,1127558.73,775106.71,1181338.33,smart_city,low,1127558.73,2.0,1127558.73,140976998.29
SYNTHETIC,Madhya Pradesh,Ujjain,Jamalpur,Pandey Path,477566,24.654216,81.507857,33.258,agricultural,alluvial,rainfed,6,cotton,14.81,rabi,25.03,65.27,122.75,18.99,none,144912.02,104947.34,155103.56,industrial,critical,144912.02,2.0,144912.02,14056834.56
SYNTHETIC,West Bengal,Darjeeling,Gopalpur,Krishnamurthy Road,734524,22.776514,88.165794,35.651,commercial,loamy,rainfed,3,maize,15.97,perennial,1.6,37.44,76.54,16.17,none,378974.41,269143.47,,irrigation_project,low,378974.41,2.0,378974.41,40946669.48
SYNTHETIC,Gujarat,Rajkot,Jamshedpur,Mutti Ganj,374266,24.199895,72.343163,0.899,residential,sandy,drip,9,maize,21.01,rabi,25.34,38.98,103.3,15.77,highway,853960.84,524113.59,,highway,high,853960.84,2.0,853960.84,2292254.84
SYNTHETIC,Karnataka,Hubballi-Dharwad,Jorhat,Handa Street,571216,14.301486,77.603171,13.663,commercial,red,rainfed,3,maize,20.27,rabi,3.7,75.11,37.06,31.33,none,1459758.36,1155049.11,1261362.95,irrigation_project,critical,1459758.36,1.0,1459758.36,40726255.54
SYNTHETIC,Madhya Pradesh,Indore,Karawal Nagar,Vohra Road,463561,21.58794,77.144831,5.462,agricultural,black,rainfed,6,wheat,13.0,zaid,0.81,66.88,194.96,7.21,none,196983.23,182064.18,161575.3,railway,high,196983.23,2.0,196983.23,3241240.09
SYNTHETIC,Karnataka,Hubballi-Dharwad,Salem,Minhas Ganj,576799,11.579118,77.621911,15.668,residential,laterite,drip,10,cotton,17.74,rabi,1.95,43.06,113.65,37.7,none,1435958.9,959301.93,,irrigation_project,medium,1435958.9,2.0,1435958.9,65741005.09
SYNTHETIC,Maharashtra,Kolhapur,Karimnagar,Mittal Street,404471,17.286025,73.327008,4.951,waste,laterite,none,3,soybean,10.84,perennial,10.03,53.19,174.26,38.07,industrial_zone,987531.27,832322.9,875446.68,smart_city,low,987531.27,2.0,987531.27,14177160.59
SYNTHETIC,Rajasthan,Jaipur,Deoghar,Mahal Street,333969,25.94088,75.481336,3.306,waste,loamy,none,3,maize,26.45,zaid,19.28,21.16,177.33,44.84,none,124990.58,92987.54,,highway,critical,124990.58,2.0,124990.58,1180307.69
SYNTHETIC,Madhya Pradesh,Jabalpur,Meerut,Master Circle,461873,21.362709,79.251087,26.99,residential,laterite,none,4,wheat,12.39,kharif,4.77,79.08,195.48,39.79,industrial_zone,166085.91,149998.09,,smart_city,medium,166085.91,2.0,166085.91,14982156.1
SYNTHETIC,Tamil Nadu,Coimbatore,Pallavaram,Arora Zila,638151,11.159698,79.85747,10.476,forest,alluvial,canal,8,maize,13.79,zaid,0.58,65.56,8.99,44.55,airport,1771699.68,1193437.27,1596674.42,smart_city,critical,1771699.68,1.0,1771699.68,35974288.62
SYNTHETIC,Uttar Pradesh,Kanpur,Nandyal,Sastry Chowk,279009,28.247337,83.521032,16.554,residential,alluvial,canal,7,paddy,28.65,perennial,0.14,30.56,29.54,1.41,none,1388758.41,990652.55,1473325.66,irrigation_project,medium,1388758.41,1.0,1388758.41,47729484.52
SYNTHETIC,Madhya Pradesh,Jabalpur,Udaipur,Krishnan Nagar,465672,26.882073,75.467619,29.91,waste,black,drip,7,fallow,1.25,kharif,7.83,2.71,126.64,21.61,highway,212052.36,149195.0,251519.78,irrigation_project,high,212052.36,2.0,212052.36,17828746.01
SYNTHETIC,Karnataka,Belagavi,Raipur,Rattan Zila,592172,11.672789,75.668667,27.561,forest,red,borewell,7,groundnut,9.15,perennial,29.74,58.28,157.17,49.72,highway,732773.59,654466.32,756572.73,defence,low,732773.59,2.0,732773.59,63138786.44
SYNTHETIC,Rajasthan,Bikaner,Srinagar,Bera,325581,26.185039,69.873735,34.389,agricultural,sandy,none,3,paddy,31.63,zaid,15.02,25.8,178.96,32.42,none,141734.14,129250.2,,defence,low,141734.14,2.0,141734.14,14030603.78
SYNTHETIC,Uttar Pradesh,Prayagraj,Jalgaon,Modi,230325,29.160904,79.957128,33.48,forest,laterite,rainfed,3,vegetables,47.6,perennial,4.23,6.94,166.11,48.85,none,135962.13,84709.05,133994.17,highway,low,135962.13,2.0,135962.13,13477760.81
